identifier	universe	class_name	accession	pfam_accession	model_name
confirmatory::Q10916	confirmatory	negative	Q10916	PF19272.4	ASMase_C
confirmatory::Q10994	confirmatory	negative	Q10994	PF00031.26	Cystatin
confirmatory::Q10ST8	confirmatory	negative	Q10ST8	PF00234.27	Tryp_alpha_amyl
confirmatory::Q10ST8	confirmatory	negative	Q10ST8	PF14368.11	LTP_2
confirmatory::Q11005	confirmatory	negative	Q11005	PF00045.24	Hemopexin
confirmatory::Q11005	confirmatory	negative	Q11005	PF00045.24	Hemopexin
confirmatory::Q11005	confirmatory	negative	Q11005	PF00045.24	Hemopexin
confirmatory::Q11005	confirmatory	negative	Q11005	PF00045.24	Hemopexin
confirmatory::Q11005	confirmatory	negative	Q11005	PF00413.29	Peptidase_M10
confirmatory::Q11133	confirmatory	negative	Q11133	PF00045.24	Hemopexin
confirmatory::Q11133	confirmatory	negative	Q11133	PF00413.29	Peptidase_M10
confirmatory::Q117Z3	confirmatory	negative	Q117Z3	PF00449.25	Urease_alpha
confirmatory::Q117Z3	confirmatory	negative	Q117Z3	PF01979.25	Amidohydro_1
confirmatory::Q11VN3	confirmatory	negative	Q11VN3	PF00449.25	Urease_alpha
confirmatory::Q11VN3	confirmatory	negative	Q11VN3	PF01979.25	Amidohydro_1
confirmatory::Q12385	confirmatory	negative	Q12385	PF00561.25	Abhydrolase_1
confirmatory::Q12385	confirmatory	negative	Q12385	PF06028.16	DUF915
confirmatory::Q12385	confirmatory	negative	Q12385	PF12146.13	Hydrolase_4
confirmatory::Q12385	confirmatory	negative	Q12385	PF12697.12	Abhydrolase_6
confirmatory::Q12546	confirmatory	negative	Q12546	PF00149.33	Metallophos
confirmatory::Q12546	confirmatory	negative	Q12546	PF14008.11	Metallophos_C
confirmatory::Q12546	confirmatory	negative	Q12546	PF16656.10	Pur_ac_phosph_N
confirmatory::Q12918	confirmatory	negative	Q12918	PF00059.26	Lectin_C
confirmatory::Q12DU1	confirmatory	negative	Q12DU1	PF00547.23	Urease_gamma
confirmatory::Q133L6	confirmatory	negative	Q133L6	PF00449.25	Urease_alpha
confirmatory::Q133L6	confirmatory	negative	Q133L6	PF01979.25	Amidohydro_1
confirmatory::Q13415	confirmatory	negative	Q13415	PF00004.34	AAA
confirmatory::Q13415	confirmatory	negative	Q13415	PF01426.23	BAH
confirmatory::Q13415	confirmatory	negative	Q13415	PF09079.16	Cdc6_C
confirmatory::Q13415	confirmatory	negative	Q13415	PF13191.11	AAA_16
confirmatory::Q13415	confirmatory	negative	Q13415	PF13401.11	AAA_22
confirmatory::Q13415	confirmatory	negative	Q13415	PF17872.6	AAA_lid_10
confirmatory::Q13415	confirmatory	negative	Q13415	PF22606.1	Cdc6-ORC-like_ATPase_lid
confirmatory::Q13608	confirmatory	negative	Q13608	PF00004.34	AAA
confirmatory::Q13608	confirmatory	negative	Q13608	PF00004.34	AAA
confirmatory::Q14210	confirmatory	negative	Q14210	PF00021.26	UPAR_LY6
confirmatory::Q14210	confirmatory	negative	Q14210	PF00087.26	Toxin_TOLIP
confirmatory::Q14314	confirmatory	negative	Q14314	PF00147.23	Fibrinogen_C
confirmatory::Q144E2	confirmatory	negative	Q144E2	PF00547.23	Urease_gamma
confirmatory::Q148C3	confirmatory	negative	Q148C3	PF00021.26	UPAR_LY6
confirmatory::Q148C3	confirmatory	negative	Q148C3	PF00087.26	Toxin_TOLIP
confirmatory::Q15389	confirmatory	negative	Q15389	PF00147.23	Fibrinogen_C
confirmatory::Q15645	confirmatory	negative	Q15645	PF00004.34	AAA
confirmatory::Q15645	confirmatory	negative	Q15645	PF01443.23	Viral_helicase1
confirmatory::Q15645	confirmatory	negative	Q15645	PF13401.11	AAA_22
confirmatory::Q15653	confirmatory	negative	Q15653	PF00023.35	Ank
confirmatory::Q15653	confirmatory	negative	Q15653	PF00023.35	Ank
confirmatory::Q15653	confirmatory	negative	Q15653	PF00023.35	Ank
confirmatory::Q15653	confirmatory	negative	Q15653	PF00023.35	Ank
confirmatory::Q15653	confirmatory	negative	Q15653	PF00023.35	Ank
confirmatory::Q15653	confirmatory	negative	Q15653	PF12796.12	Ank_2
confirmatory::Q15653	confirmatory	negative	Q15653	PF13606.11	Ank_3
confirmatory::Q15653	confirmatory	negative	Q15653	PF13606.11	Ank_3
confirmatory::Q15653	confirmatory	negative	Q15653	PF13637.11	Ank_4
confirmatory::Q15777	confirmatory	negative	Q15777	PF00149.33	Metallophos
confirmatory::Q161S8	confirmatory	negative	Q161S8	PF00449.25	Urease_alpha
confirmatory::Q161S8	confirmatory	negative	Q161S8	PF01979.25	Amidohydro_1
confirmatory::Q161S8	confirmatory	negative	Q161S8	PF07969.16	Amidohydro_3
confirmatory::Q161T2	confirmatory	negative	Q161T2	PF00547.23	Urease_gamma
confirmatory::Q16553	confirmatory	negative	Q16553	PF00021.26	UPAR_LY6
confirmatory::Q16553	confirmatory	negative	Q16553	PF00087.26	Toxin_TOLIP
confirmatory::Q17017	confirmatory	negative	Q17017	PF00061.28	Lipocalin
confirmatory::Q17194	confirmatory	negative	Q17194	PF00049.23	Insulin
confirmatory::Q17284	confirmatory	negative	Q17284	PF00061.28	Lipocalin
confirmatory::Q17284	confirmatory	negative	Q17284	PF14651.11	Lipocalin_7
confirmatory::Q17QH6	confirmatory	negative	Q17QH6	PF00059.26	Lectin_C
confirmatory::Q17QH6	confirmatory	negative	Q17QH6	PF01391.23	Collagen
confirmatory::Q17QH6	confirmatory	negative	Q17QH6	PF01391.23	Collagen
confirmatory::Q17QP1	confirmatory	negative	Q17QP1	PF00561.25	Abhydrolase_1
confirmatory::Q17QP1	confirmatory	negative	Q17QP1	PF12146.13	Hydrolase_4
confirmatory::Q17QP1	confirmatory	negative	Q17QP1	PF12697.12	Abhydrolase_6
confirmatory::Q17VS7	confirmatory	negative	Q17VS7	PF00547.23	Urease_gamma
confirmatory::Q17VS7	confirmatory	negative	Q17VS7	PF00699.25	Urease_beta
confirmatory::Q18EB8	confirmatory	negative	Q18EB8	PF00547.23	Urease_gamma
confirmatory::Q18EB9	confirmatory	negative	Q18EB9	PF00449.25	Urease_alpha
confirmatory::Q18EB9	confirmatory	negative	Q18EB9	PF01979.25	Amidohydro_1
confirmatory::Q19204	confirmatory	negative	Q19204	PF00090.24	TSP_1
confirmatory::Q19204	confirmatory	negative	Q19204	PF00090.24	TSP_1
confirmatory::Q19204	confirmatory	negative	Q19204	PF00090.24	TSP_1
confirmatory::Q19204	confirmatory	negative	Q19204	PF00090.24	TSP_1
confirmatory::Q19204	confirmatory	negative	Q19204	PF00090.24	TSP_1
confirmatory::Q19204	confirmatory	negative	Q19204	PF00090.24	TSP_1
confirmatory::Q19204	confirmatory	negative	Q19204	PF01421.24	Reprolysin
confirmatory::Q19204	confirmatory	negative	Q19204	PF13688.11	Reprolysin_5
confirmatory::Q19204	confirmatory	negative	Q19204	PF17771.6	ADAMTS_CR_2
confirmatory::Q1B870	confirmatory	negative	Q1B870	PF00547.23	Urease_gamma
confirmatory::Q1B872	confirmatory	negative	Q1B872	PF00449.25	Urease_alpha
confirmatory::Q1B872	confirmatory	negative	Q1B872	PF01979.25	Amidohydro_1
confirmatory::Q1B872	confirmatory	negative	Q1B872	PF07969.16	Amidohydro_3
confirmatory::Q1BYH0	confirmatory	negative	Q1BYH0	PF00547.23	Urease_gamma
confirmatory::Q1BYH2	confirmatory	negative	Q1BYH2	PF00449.25	Urease_alpha
confirmatory::Q1BYH2	confirmatory	negative	Q1BYH2	PF01979.25	Amidohydro_1
confirmatory::Q1BYH2	confirmatory	negative	Q1BYH2	PF07969.16	Amidohydro_3
confirmatory::Q1C5B3	confirmatory	negative	Q1C5B3	PF00449.25	Urease_alpha
confirmatory::Q1C5B3	confirmatory	negative	Q1C5B3	PF01979.25	Amidohydro_1
confirmatory::Q1C5B3	confirmatory	negative	Q1C5B3	PF07969.16	Amidohydro_3
confirmatory::Q1C5B5	confirmatory	negative	Q1C5B5	PF00547.23	Urease_gamma
confirmatory::Q1CKJ9	confirmatory	negative	Q1CKJ9	PF00449.25	Urease_alpha
confirmatory::Q1CKJ9	confirmatory	negative	Q1CKJ9	PF01979.25	Amidohydro_1
confirmatory::Q1CKJ9	confirmatory	negative	Q1CKJ9	PF07969.16	Amidohydro_3
confirmatory::Q1CKK1	confirmatory	negative	Q1CKK1	PF00547.23	Urease_gamma
confirmatory::Q1CV81	confirmatory	negative	Q1CV81	PF00547.23	Urease_gamma
confirmatory::Q1CV81	confirmatory	negative	Q1CV81	PF00699.25	Urease_beta
confirmatory::Q1CV82	confirmatory	negative	Q1CV82	PF00449.25	Urease_alpha
confirmatory::Q1CV82	confirmatory	negative	Q1CV82	PF01979.25	Amidohydro_1
confirmatory::Q1DFT5	confirmatory	negative	Q1DFT5	PF00082.27	Peptidase_S8
confirmatory::Q1GJP6	confirmatory	negative	Q1GJP6	PF00547.23	Urease_gamma
confirmatory::Q1GJP8	confirmatory	negative	Q1GJP8	PF00449.25	Urease_alpha
confirmatory::Q1GJP8	confirmatory	negative	Q1GJP8	PF01979.25	Amidohydro_1
confirmatory::Q1GJP8	confirmatory	negative	Q1GJP8	PF07969.16	Amidohydro_3
confirmatory::Q1HLC0	confirmatory	positive	Q1HLC0	PF00047.30	ig
confirmatory::Q1HLC0	confirmatory	positive	Q1HLC0	PF00047.30	ig
confirmatory::Q1HLC0	confirmatory	positive	Q1HLC0	PF07679.21	I-set
confirmatory::Q1HLC0	confirmatory	positive	Q1HLC0	PF07679.21	I-set
confirmatory::Q1HLC0	confirmatory	positive	Q1HLC0	PF07679.21	I-set
confirmatory::Q1HLC0	confirmatory	positive	Q1HLC0	PF13895.11	Ig_2
confirmatory::Q1HLC0	confirmatory	positive	Q1HLC0	PF13895.11	Ig_2
confirmatory::Q1HLC0	confirmatory	positive	Q1HLC0	PF13927.11	Ig_3
confirmatory::Q1HLC0	confirmatory	positive	Q1HLC0	PF13927.11	Ig_3
confirmatory::Q1I8U1	confirmatory	positive	Q1I8U1	PF18063.6	BB_PF
confirmatory::Q1IBP0	confirmatory	negative	Q1IBP0	PF00449.25	Urease_alpha
confirmatory::Q1IBP0	confirmatory	negative	Q1IBP0	PF01979.25	Amidohydro_1
confirmatory::Q1IBP2	confirmatory	negative	Q1IBP2	PF00547.23	Urease_gamma
confirmatory::Q1J115	confirmatory	negative	Q1J115	PF00561.25	Abhydrolase_1
confirmatory::Q1J115	confirmatory	negative	Q1J115	PF12697.12	Abhydrolase_6
confirmatory::Q1JPD2	confirmatory	negative	Q1JPD2	PF00561.25	Abhydrolase_1
confirmatory::Q1JPD2	confirmatory	negative	Q1JPD2	PF22990.1	ABHD16_N
confirmatory::Q1JPL7	confirmatory	positive	Q1JPL7	PF01095.24	Pectinesterase
confirmatory::Q1JPL7	confirmatory	positive	Q1JPL7	PF04043.20	PMEI
confirmatory::Q1JU72	confirmatory	negative	Q1JU72	PF00561.25	Abhydrolase_1
confirmatory::Q1JU72	confirmatory	negative	Q1JU72	PF12697.12	Abhydrolase_6
confirmatory::Q1KN10	confirmatory	negative	Q1KN10	PF00243.23	NGF
confirmatory::Q1KN10	confirmatory	negative	Q1KN10	PF19338.4	NTF3_N
confirmatory::Q1KN12	confirmatory	negative	Q1KN12	PF00243.23	NGF
confirmatory::Q1KN12	confirmatory	negative	Q1KN12	PF19338.4	NTF3_N
confirmatory::Q1KN16	confirmatory	negative	Q1KN16	PF00243.23	NGF
confirmatory::Q1KN16	confirmatory	negative	Q1KN16	PF19338.4	NTF3_N
confirmatory::Q1KN19	confirmatory	negative	Q1KN19	PF00243.23	NGF
confirmatory::Q1KN19	confirmatory	negative	Q1KN19	PF19338.4	NTF3_N
confirmatory::Q1KN21	confirmatory	negative	Q1KN21	PF00243.23	NGF
confirmatory::Q1KN21	confirmatory	negative	Q1KN21	PF19338.4	NTF3_N
confirmatory::Q1KN23	confirmatory	negative	Q1KN23	PF00243.23	NGF
confirmatory::Q1KN23	confirmatory	negative	Q1KN23	PF19338.4	NTF3_N
confirmatory::Q1LPT2	confirmatory	negative	Q1LPT2	PF00547.23	Urease_gamma
confirmatory::Q1LVW0	confirmatory	negative	Q1LVW0	PF00023.35	Ank
confirmatory::Q1LVW0	confirmatory	negative	Q1LVW0	PF00023.35	Ank
confirmatory::Q1LVW0	confirmatory	negative	Q1LVW0	PF00023.35	Ank
confirmatory::Q1LVW0	confirmatory	negative	Q1LVW0	PF00651.36	BTB
confirmatory::Q1LVW0	confirmatory	negative	Q1LVW0	PF12796.12	Ank_2
confirmatory::Q1LVW0	confirmatory	negative	Q1LVW0	PF13606.11	Ank_3
confirmatory::Q1LVW0	confirmatory	negative	Q1LVW0	PF13637.11	Ank_4
confirmatory::Q1LZ86	confirmatory	negative	Q1LZ86	PF00561.25	Abhydrolase_1
confirmatory::Q1LZ86	confirmatory	negative	Q1LZ86	PF03096.19	Ndr
confirmatory::Q1LZ86	confirmatory	negative	Q1LZ86	PF12146.13	Hydrolase_4
confirmatory::Q1LZ86	confirmatory	negative	Q1LZ86	PF12697.12	Abhydrolase_6
confirmatory::Q1LZC5	confirmatory	negative	Q1LZC5	PF00023.35	Ank
confirmatory::Q1LZC5	confirmatory	negative	Q1LZC5	PF00023.35	Ank
confirmatory::Q1LZC5	confirmatory	negative	Q1LZC5	PF12796.12	Ank_2
confirmatory::Q1LZC5	confirmatory	negative	Q1LZC5	PF12796.12	Ank_2
confirmatory::Q1LZC5	confirmatory	negative	Q1LZC5	PF13606.11	Ank_3
confirmatory::Q1LZC5	confirmatory	negative	Q1LZC5	PF13637.11	Ank_4
confirmatory::Q1LZC5	confirmatory	negative	Q1LZC5	PF13637.11	Ank_4
confirmatory::Q1LZC5	confirmatory	negative	Q1LZC5	PF13857.11	Ank_5
confirmatory::Q1LZC5	confirmatory	negative	Q1LZC5	PF13857.11	Ank_5
confirmatory::Q1LZH7	confirmatory	negative	Q1LZH7	PF00023.35	Ank
confirmatory::Q1LZH7	confirmatory	negative	Q1LZH7	PF00023.35	Ank
confirmatory::Q1LZH7	confirmatory	negative	Q1LZH7	PF00023.35	Ank
confirmatory::Q1LZH7	confirmatory	negative	Q1LZH7	PF12075.13	KN_motif
confirmatory::Q1LZH7	confirmatory	negative	Q1LZH7	PF12796.12	Ank_2
confirmatory::Q1LZH7	confirmatory	negative	Q1LZH7	PF12796.12	Ank_2
confirmatory::Q1LZH7	confirmatory	negative	Q1LZH7	PF13606.11	Ank_3
confirmatory::Q1LZH7	confirmatory	negative	Q1LZH7	PF13637.11	Ank_4
confirmatory::Q1LZH7	confirmatory	negative	Q1LZH7	PF13857.11	Ank_5
confirmatory::Q1LZH7	confirmatory	negative	Q1LZH7	PF13857.11	Ank_5
confirmatory::Q1MCV5	confirmatory	negative	Q1MCV5	PF00547.23	Urease_gamma
confirmatory::Q1MCV9	confirmatory	negative	Q1MCV9	PF00449.25	Urease_alpha
confirmatory::Q1MCV9	confirmatory	negative	Q1MCV9	PF01979.25	Amidohydro_1
confirmatory::Q1MCV9	confirmatory	negative	Q1MCV9	PF07969.16	Amidohydro_3
confirmatory::Q1PBC5	confirmatory	negative	Q1PBC5	PF00059.26	Lectin_C
confirmatory::Q1PBC5	confirmatory	negative	Q1PBC5	PF01391.23	Collagen
confirmatory::Q1PBC5	confirmatory	negative	Q1PBC5	PF01391.23	Collagen
confirmatory::Q1PBC5	confirmatory	negative	Q1PBC5	PF09006.16	Surfac_D-trimer
confirmatory::Q1PDW5	confirmatory	negative	Q1PDW5	PF00004.34	AAA
confirmatory::Q1PDW5	confirmatory	negative	Q1PDW5	PF01434.23	Peptidase_M41
confirmatory::Q1PDW5	confirmatory	negative	Q1PDW5	PF06068.18	TIP49
confirmatory::Q1PDW5	confirmatory	negative	Q1PDW5	PF06480.20	FtsH_ext
confirmatory::Q1PDW5	confirmatory	negative	Q1PDW5	PF17862.6	AAA_lid_3
confirmatory::Q1PDX5	confirmatory	negative	Q1PDX5	PF00082.27	Peptidase_S8
confirmatory::Q1PDX5	confirmatory	negative	Q1PDX5	PF05922.21	Inhibitor_I9
confirmatory::Q1PDX5	confirmatory	negative	Q1PDX5	PF17766.6	fn3_6
confirmatory::Q1QC34	confirmatory	negative	Q1QC34	PF00547.23	Urease_gamma
confirmatory::Q1QC36	confirmatory	negative	Q1QC36	PF00449.25	Urease_alpha
confirmatory::Q1QC36	confirmatory	negative	Q1QC36	PF01979.25	Amidohydro_1
confirmatory::Q1QCE0	confirmatory	negative	Q1QCE0	PF00449.25	Urease_alpha
confirmatory::Q1QCE0	confirmatory	negative	Q1QCE0	PF01979.25	Amidohydro_1
confirmatory::Q1QCE2	confirmatory	negative	Q1QCE2	PF00547.23	Urease_gamma
confirmatory::Q1QV51	confirmatory	negative	Q1QV51	PF00547.23	Urease_gamma
confirmatory::Q1R5M2	confirmatory	negative	Q1R5M2	PF00561.25	Abhydrolase_1
confirmatory::Q1R5M2	confirmatory	negative	Q1R5M2	PF12146.13	Hydrolase_4
confirmatory::Q1R5M2	confirmatory	negative	Q1R5M2	PF12697.12	Abhydrolase_6
confirmatory::Q1RHK6	confirmatory	negative	Q1RHK6	PF00313.27	CSD
confirmatory::Q1RMI3	confirmatory	negative	Q1RMI3	PF00023.35	Ank
confirmatory::Q1RMI3	confirmatory	negative	Q1RMI3	PF00023.35	Ank
confirmatory::Q1RMI3	confirmatory	negative	Q1RMI3	PF00023.35	Ank
confirmatory::Q1RMI3	confirmatory	negative	Q1RMI3	PF12796.12	Ank_2
confirmatory::Q1RMI3	confirmatory	negative	Q1RMI3	PF12796.12	Ank_2
confirmatory::Q1RMI3	confirmatory	negative	Q1RMI3	PF13606.11	Ank_3
confirmatory::Q1RMI3	confirmatory	negative	Q1RMI3	PF13606.11	Ank_3
confirmatory::Q1RMI3	confirmatory	negative	Q1RMI3	PF13637.11	Ank_4
confirmatory::Q1RMI3	confirmatory	negative	Q1RMI3	PF13637.11	Ank_4
confirmatory::Q1RMI3	confirmatory	negative	Q1RMI3	PF13857.11	Ank_5
confirmatory::Q1RMQ4	confirmatory	negative	Q1RMQ4	PF00021.26	UPAR_LY6
confirmatory::Q1RMQ4	confirmatory	negative	Q1RMQ4	PF00087.26	Toxin_TOLIP
confirmatory::Q1RMR1	confirmatory	negative	Q1RMR1	PF00147.23	Fibrinogen_C
confirmatory::Q1X6X8	confirmatory	negative	Q1X6X8	PF00243.23	NGF
confirmatory::Q1X6X8	confirmatory	negative	Q1X6X8	PF19338.4	NTF3_N
confirmatory::Q1X6X9	confirmatory	negative	Q1X6X9	PF00243.23	NGF
confirmatory::Q1X6X9	confirmatory	negative	Q1X6X9	PF19338.4	NTF3_N
confirmatory::Q1X6Y1	confirmatory	negative	Q1X6Y1	PF00243.23	NGF
confirmatory::Q1X6Y1	confirmatory	negative	Q1X6Y1	PF19338.4	NTF3_N
confirmatory::Q1X6Y2	confirmatory	negative	Q1X6Y2	PF00243.23	NGF
confirmatory::Q1X6Y2	confirmatory	negative	Q1X6Y2	PF19338.4	NTF3_N
confirmatory::Q1X6Y3	confirmatory	negative	Q1X6Y3	PF00243.23	NGF
confirmatory::Q1X6Y3	confirmatory	negative	Q1X6Y3	PF19338.4	NTF3_N
confirmatory::Q1X6Y5	confirmatory	negative	Q1X6Y5	PF00243.23	NGF
confirmatory::Q1X6Y5	confirmatory	negative	Q1X6Y5	PF19338.4	NTF3_N
confirmatory::Q1X6Y7	confirmatory	negative	Q1X6Y7	PF00243.23	NGF
confirmatory::Q1X6Y7	confirmatory	negative	Q1X6Y7	PF19338.4	NTF3_N
confirmatory::Q1X6Y8	confirmatory	negative	Q1X6Y8	PF00243.23	NGF
confirmatory::Q1X6Y8	confirmatory	negative	Q1X6Y8	PF19338.4	NTF3_N
confirmatory::Q1X6Y9	confirmatory	negative	Q1X6Y9	PF00243.23	NGF
confirmatory::Q1X6Y9	confirmatory	negative	Q1X6Y9	PF19338.4	NTF3_N
confirmatory::Q1X6Z0	confirmatory	negative	Q1X6Z0	PF00243.23	NGF
confirmatory::Q1X6Z0	confirmatory	negative	Q1X6Z0	PF19338.4	NTF3_N
confirmatory::Q1X6Z1	confirmatory	negative	Q1X6Z1	PF00243.23	NGF
confirmatory::Q1X6Z1	confirmatory	negative	Q1X6Z1	PF19338.4	NTF3_N
confirmatory::Q1X6Z2	confirmatory	negative	Q1X6Z2	PF00243.23	NGF
confirmatory::Q1X6Z2	confirmatory	negative	Q1X6Z2	PF19338.4	NTF3_N
confirmatory::Q1X6Z3	confirmatory	negative	Q1X6Z3	PF00243.23	NGF
confirmatory::Q1X6Z3	confirmatory	negative	Q1X6Z3	PF19338.4	NTF3_N
confirmatory::Q1X6Z4	confirmatory	negative	Q1X6Z4	PF00243.23	NGF
confirmatory::Q1X6Z4	confirmatory	negative	Q1X6Z4	PF19338.4	NTF3_N
confirmatory::Q1X700	confirmatory	negative	Q1X700	PF00243.23	NGF
confirmatory::Q1X709	confirmatory	negative	Q1X709	PF00243.23	NGF
confirmatory::Q1X711	confirmatory	negative	Q1X711	PF00243.23	NGF
confirmatory::Q20748	confirmatory	negative	Q20748	PF00004.34	AAA
confirmatory::Q20748	confirmatory	negative	Q20748	PF12037.13	ATAD3_N
confirmatory::Q20YI1	confirmatory	negative	Q20YI1	PF00561.25	Abhydrolase_1
confirmatory::Q210F9	confirmatory	negative	Q210F9	PF00449.25	Urease_alpha
confirmatory::Q210F9	confirmatory	negative	Q210F9	PF01979.25	Amidohydro_1
confirmatory::Q21P94	confirmatory	negative	Q21P94	PF00449.25	Urease_alpha
confirmatory::Q21P94	confirmatory	negative	Q21P94	PF01979.25	Amidohydro_1
confirmatory::Q21P96	confirmatory	negative	Q21P96	PF00547.23	Urease_gamma
confirmatory::Q21SZ2	confirmatory	negative	Q21SZ2	PF00449.25	Urease_alpha
confirmatory::Q21SZ2	confirmatory	negative	Q21SZ2	PF01979.25	Amidohydro_1
confirmatory::Q21SZ2	confirmatory	negative	Q21SZ2	PF07969.16	Amidohydro_3
confirmatory::Q23255	confirmatory	negative	Q23255	PF00149.33	Metallophos
confirmatory::Q23255	confirmatory	negative	Q23255	PF04152.19	Mre11_DNA_bind
confirmatory::Q23498	confirmatory	negative	Q23498	PF00149.33	Metallophos
confirmatory::Q23498	confirmatory	negative	Q23498	PF05184.20	SapB_1
confirmatory::Q23498	confirmatory	negative	Q23498	PF19272.4	ASMase_C
confirmatory::Q24093	confirmatory	negative	Q24093	PF00561.25	Abhydrolase_1
confirmatory::Q24093	confirmatory	negative	Q24093	PF12146.13	Hydrolase_4
confirmatory::Q24093	confirmatory	negative	Q24093	PF12697.12	Abhydrolase_6
confirmatory::Q24145	confirmatory	negative	Q24145	PF00017.29	SH2
confirmatory::Q24145	confirmatory	negative	Q24145	PF00017.29	SH2
confirmatory::Q24145	confirmatory	negative	Q24145	PF00023.35	Ank
confirmatory::Q24145	confirmatory	negative	Q24145	PF00023.35	Ank
confirmatory::Q24145	confirmatory	negative	Q24145	PF00069.30	Pkinase
confirmatory::Q24145	confirmatory	negative	Q24145	PF07714.22	PK_Tyr_Ser-Thr
confirmatory::Q24145	confirmatory	negative	Q24145	PF12796.12	Ank_2
confirmatory::Q24145	confirmatory	negative	Q24145	PF13606.11	Ank_3
confirmatory::Q24145	confirmatory	negative	Q24145	PF13637.11	Ank_4
confirmatory::Q24145	confirmatory	negative	Q24145	PF13857.11	Ank_5
confirmatory::Q24K15	confirmatory	negative	Q24K15	PF00147.23	Fibrinogen_C
confirmatory::Q26261	confirmatory	negative	Q26261	PF00047.30	ig
confirmatory::Q26261	confirmatory	negative	Q26261	PF00090.24	TSP_1
confirmatory::Q26261	confirmatory	negative	Q26261	PF00090.24	TSP_1
confirmatory::Q26261	confirmatory	negative	Q26261	PF00531.27	Death
confirmatory::Q26261	confirmatory	negative	Q26261	PF00791.25	ZU5
confirmatory::Q26261	confirmatory	negative	Q26261	PF07679.21	I-set
confirmatory::Q26261	confirmatory	negative	Q26261	PF13895.11	Ig_2
confirmatory::Q26261	confirmatory	negative	Q26261	PF13927.11	Ig_3
confirmatory::Q26261	confirmatory	negative	Q26261	PF17217.8	UPA
confirmatory::Q26643	confirmatory	negative	Q26643	PF00405.22	Transferrin
confirmatory::Q26643	confirmatory	negative	Q26643	PF00405.22	Transferrin
confirmatory::Q26643	confirmatory	negative	Q26643	PF00405.22	Transferrin
confirmatory::Q27497	confirmatory	negative	Q27497	PF00149.33	Metallophos
confirmatory::Q27497	confirmatory	negative	Q27497	PF16891.10	STPPase_N
confirmatory::Q28133	confirmatory	negative	Q28133	PF00061.28	Lipocalin
confirmatory::Q28193	confirmatory	negative	Q28193	PF00082.27	Peptidase_S8
confirmatory::Q28193	confirmatory	negative	Q28193	PF01483.25	P_proprotein
confirmatory::Q28193	confirmatory	negative	Q28193	PF16470.10	S8_pro-domain
confirmatory::Q28369	confirmatory	negative	Q28369	PF00061.28	Lipocalin
confirmatory::Q28369	confirmatory	negative	Q28369	PF08212.17	Lipocalin_2
confirmatory::Q28376	confirmatory	negative	Q28376	PF00007.27	Cys_knot
confirmatory::Q28388	confirmatory	negative	Q28388	PF00061.28	Lipocalin
confirmatory::Q28397	confirmatory	negative	Q28397	PF00045.24	Hemopexin
confirmatory::Q28397	confirmatory	negative	Q28397	PF00045.24	Hemopexin
confirmatory::Q28397	confirmatory	negative	Q28397	PF00045.24	Hemopexin
confirmatory::Q28397	confirmatory	negative	Q28397	PF00045.24	Hemopexin
confirmatory::Q28397	confirmatory	negative	Q28397	PF00413.29	Peptidase_M10
confirmatory::Q28397	confirmatory	negative	Q28397	PF01471.23	PG_binding_1
confirmatory::Q28640	confirmatory	negative	Q28640	PF00031.26	Cystatin
confirmatory::Q28640	confirmatory	negative	Q28640	PF00666.22	Cathelicidins
